Nationality,Gender,customer_age,years_in_operation,has_insurance,active_loan_holder,has_internet_banking,has_debit_card,credit_card_ownership,compliance_income_tax,current_problem_cash_flow,liquidity_constraint,uses_informal_lender,uses_friends_family_savings,funding_access_barrier,mobile_wallet_access,extends_customer_credit,inventory_shrinkage_risk,financial_tracking,log_gross_income,log_operating_expense,log_business_sales,profit_margin,revenue_efficiency,financial_stress_score,formality_score,digital_access_score,insurance_gap,extends_credit,survey_coverage,cluster
Kenya,Female,21.0,1.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,No,Have now,No,Yes,Yes - always,11.184435286790631,10.463131911491967,10.308985993422082,0.721303375298664,0.9889865716781419,3.0,0.0,1,1,0,1.0,Large_Informal
Kenya,Male,37.0,5.0,No,Never had,Never had,Used to have but don't have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,Yes - always,12.611541086966115,11.002116507732017,12.206077645517674,1.6094245792340978,0.9549800800426649,2.0,0.0,1,0,1,1.0,Large_Informal
Uganda,Female,24.0,7.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - always,5.993961427306569,8.188966863648876,8.594339400592892,-2.1950054363423064,0.6247393569312512,2.5,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,44.0,17.0,No,Used to have but don't have now,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,7.601402334583733,8.294299608857235,9.04793908261736,-0.692897274273502,0.7565135767725679,2.0,0.0,1,0,1,1.0,Established_Veterans
Ghana,Female,30.0,2.0,No,Never had,Have now,Have now,Never had,Yes,Yes,Yes,Never had,Have now,Yes,Have now,No,Not Surveyed,Yes - always,8.987321812850125,10.308985993422082,11.289794413577894,-1.3216641805719576,0.7312833323656608,4.0,3.0,2,0,0,1.0,Stable_Formal
Kenya,Female,50.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - always,No,No,11.289794413577894,8.853808274977197,10.463131911491967,2.435986138600697,0.9848786963935834,1.0,0.0,1,0,1,1.0,Large_Informal
Uganda,Female,18.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,3.044522437723423,5.8888779583328805,7.83241092718792,-2.8443555206094575,0.34469891208885867,2.5,0.0,1,0,1,0.5,High_Risk_Informal
DRC,Not Surveyed,62.0,2.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Have now,No,Have now,Not Surveyed,Yes,Not Surveyed,6.68586094706836,5.017279836814924,5.707110264748875,1.6685811102534354,0.9968318222242152,2.5,1.6666666666666665,1,1,0,0.7,Stable_Formal
Ghana,Male,38.0,8.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,No,6.803505257608338,6.2166061010848646,7.0909098220799835,0.5868991565234731,0.840882596298585,3.0,0.0,1,0,0,1.0,Large_Informal
Uganda,Female,31.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - always,5.5254529391317835,7.496097345175956,7.0909098220799835,-1.9706444060441726,0.6829210880651392,2.5,0.0,1,0,1,0.5,High_Risk_Informal
DRC,Not Surveyed,29.0,2.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Not Surveyed,Yes,Not Surveyed,6.2166061010848646,5.017279836814924,6.2166061010848646,1.1993262642699403,0.8614307077325903,2.5,1.6666666666666665,1,1,0,0.7,Stable_Formal
Kenya,Male,43.0,27.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Used to have but don't have now,No,No,Yes - always,11.51293546492023,9.210440366976517,9.90353755128617,2.302495097943712,1.0558899266194737,0.0,0.0,0,0,0,1.0,Established_Veterans
Uganda,Female,25.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,3.713572066704308,4.574710978503383,6.175867270105761,-0.8611389117990749,0.5175084664922427,5.0,0.0,1,0,0,0.5,High_Risk_Informal
Ghana,Female,25.0,0.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,5.707110264748875,5.707110264748875,6.398594934535208,0.0,0.771377581182231,3.0,0.0,1,0,1,1.0,Large_Informal
Ghana,Male,37.0,10.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Have now,Never had,Yes,Never had,No,Not Surveyed,Yes - sometimes,7.601402334583733,8.699681400989514,9.392745258631441,-1.0982790664057802,0.7314142842354934,3.0,0.0,0,0,0,1.0,Large_Informal
Uganda,Female,33.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Used to have but don't have now,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - always,6.68586094706836,9.036106025364846,9.798182590890704,-2.3502450782964868,0.6191653911009544,5.0,0.0,1,0,0,0.5,High_Risk_Informal
Uganda,Male,38.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,Yes - sometimes,6.621405651764134,8.343077871169383,9.105090961257085,-1.7216722194052485,0.6552544333495464,5.0,0.0,1,1,0,0.5,High_Risk_Informal
Ghana,Female,45.0,4.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,No,6.2166061010848646,5.017279836814924,5.993961427306569,1.1993262642699403,0.8888533581002218,2.0,0.0,0,0,0,1.0,Large_Informal
Uganda,Female,29.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,4.110873864173311,7.783640596221253,8.343077871169383,-3.6727667320479416,0.4399913947906326,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Male,50.0,10.0,Yes,Never had,Have now,Have now,Have now,Yes,Yes,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,9.210440366976517,9.680406499268875,11.002116507732017,-0.46996613229235784,0.7674013463411188,3.0,4.0,2,0,0,1.0,Stable_Formal
Uganda,Female,49.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - always,4.795790545596741,6.734591659972948,6.398594934535208,-1.938801114376207,0.6482028801456504,5.0,0.0,1,0,0,0.5,High_Risk_Informal
DRC,Not Surveyed,40.0,9.0,Not Surveyed,Used to have but don't have now,Have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,9.105090961257085,7.601402334583733,8.699681400989514,1.5036886266733518,0.9387000031081669,1.25,3.333333333333333,2,1,0,0.7,Stable_Formal
Ghana,Male,35.0,25.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Have now,Have now,Yes,Never had,No,Not Surveyed,No,8.294299608857235,8.294299608857235,8.987321812850125,0.0,0.830482862601406,5.0,0.0,0,0,0,1.0,Established_Veterans
Ghana,Female,26.0,1.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,6.2166061010848646,6.2166061010848646,7.0909098220799835,0.0,0.7683445048565282,3.0,0.0,0,0,1,1.0,Large_Informal
Ghana,Male,42.0,15.0,No,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,9.472781556562168,12.429220196836383,17.011936294903045,-2.9564386402742144,0.5259168920802114,2.0,1.0,1,0,1,1.0,Established_Veterans
Kenya,Male,41.0,7.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,No,13.122365377402328,10.308985993422082,10.819798284210286,2.813379383980246,1.1102021423607629,2.0,0.0,1,1,1,1.0,Large_Informal
DRC,Not Surveyed,65.0,15.0,Not Surveyed,Used to have but don't have now,Have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,4.584967478670572,8.517393171418904,4.584967478670572,-3.932425692748332,0.8209479278403897,1.25,3.333333333333333,2,1,0,0.7,Stable_Formal
Kenya,Female,25.0,7.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,Yes - always,13.122365377402328,12.765691290604371,15.607270193858982,0.3566740867979572,0.7901578780993581,1.0,0.0,1,0,1,1.0,Large_Informal
Uganda,Male,34.0,12.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,8.699681400989514,7.3783837129967145,7.3783837129967145,1.3212976879927991,1.0383484093112607,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,35.0,0.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,8.294299608857235,9.75272280064639,10.491301994830229,-1.458423191789155,0.7217893683926087,2.0,0.0,1,0,0,1.0,Large_Informal
Ghana,Female,49.0,23.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,6.90875477931522,8.294299608857235,8.699681400989514,-1.385544829542015,0.7122661553203617,3.0,0.0,0,0,1,1.0,Established_Veterans
DRC,Not Surveyed,48.0,12.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Never had,Yes,Have now,Not Surveyed,Yes,Not Surveyed,8.006700845440367,6.68586094706836,7.601402334583733,1.3208398983720073,0.9308599381809819,2.5,1.6666666666666665,1,1,0,0.7,Stable_Formal
Kenya,Male,37.0,9.0,Yes,Never had,Never had,Have now,Have now,Yes,Yes,Yes,Never had,Have now,No,Never had,Yes - sometimes,No,No,13.815511557963774,13.017005083966255,11.002116507732017,0.7985064739975183,1.1510896056594293,3.0,3.0,0,0,1,1.0,Stable_Formal
DRC,Not Surveyed,18.0,0.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,8.160803920954665,7.313886831633462,6.90875477931522,0.8469170893212032,1.0318696367092657,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Uganda,Male,44.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,No,5.303304908059076,7.186144304522325,7.496097345175956,-1.8828393964632495,0.6242048192950929,5.0,0.0,1,1,0,0.5,High_Risk_Informal
DRC,Not Surveyed,70.0,36.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,7.601402334583733,6.90875477931522,7.313886831633462,0.692647555268513,0.9143018769104724,1.25,1.6666666666666665,1,1,0,0.7,Established_Veterans
Ghana,Female,37.0,6.0,No,Never had,Never had,Have now,Never had,Yes,Yes,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,Yes - always,8.160803920954665,11.147656555612986,11.918397239722838,-2.9868526346583213,0.6317195368370445,3.0,2.0,0,0,0,1.0,Stable_Formal
Kenya,Female,40.0,22.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - always,No,No,11.289794413577894,12.793862088206213,13.017005083966255,-1.5040676746283186,0.8054355652971862,2.0,0.0,1,0,1,1.0,Established_Veterans
Ghana,Male,38.0,0.0,No,Never had,Never had,Have now,Have now,No,Yes,Yes,Never had,Used to have but don't have now,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,9.210440366976517,8.006700845440367,8.006700845440367,1.20373952153615,1.022620882499866,3.0,1.0,1,0,1,1.0,Large_Informal
Ghana,Female,42.0,1.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,6.90875477931522,6.90875477931522,8.006700845440367,0.0,0.7670683081266955,3.0,0.0,0,0,1,1.0,Large_Informal
DRC,Not Surveyed,76.0,12.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,7.496097345175956,3.713572066704308,6.803505257608338,3.782525278471648,0.9606064323295403,1.25,1.6666666666666665,1,1,0,0.7,Established_Veterans
Uganda,Female,33.0,15.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,No,3.4339872044851463,5.8888779583328805,6.398594934535208,-2.4548907538477343,0.4641404530008745,5.0,0.0,1,1,0,0.5,High_Risk_Informal
Ghana,Male,38.0,20.0,No,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,No,7.601402334583733,9.695294188174604,10.12667110305036,-2.09389185359087,0.683169500040297,2.0,1.0,1,0,0,1.0,Established_Veterans
Ghana,Female,39.0,1.0,No,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,No,6.398594934535208,5.993961427306569,6.2166061010848646,0.4046335072286382,0.8866487715843759,2.0,1.0,0,0,0,1.0,Large_Informal
Uganda,Female,36.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,5.303304908059076,7.496097345175956,10.268165387743457,-2.1927924371168803,0.47064492981506606,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Uganda,Male,40.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - sometimes,7.696667081526462,11.808583147519697,12.388398368982115,-4.111916065993235,0.574875864118138,5.0,0.0,1,1,1,0.5,High_Risk_Informal
Kenya,Male,37.0,15.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,Yes - always,10.308985993422082,10.12667110305036,9.210440366976517,0.18231489037172288,1.0096514570286597,2.0,0.0,1,0,1,1.0,Large_Informal
Ghana,Male,38.0,15.0,No,Never had,Never had,Never had,Never had,Yes,Yes,Yes,Have now,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,6.90875477931522,7.682943169878292,8.160803920954665,-0.7741883905630713,0.7541646823715932,4.0,1.0,1,0,1,1.0,Established_Veterans
Uganda,Male,33.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,Yes - sometimes,5.707110264748875,8.006700845440367,8.881975184248867,-2.2995905806914916,0.5775272815747994,5.0,0.0,1,1,0,0.5,High_Risk_Informal
Uganda,Male,31.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - sometimes,4.394449154672439,5.8888779583328805,5.820082930352362,-1.4944288036604414,0.6443395482942315,2.5,0.0,1,1,1,0.5,High_Risk_Informal
Uganda,Female,31.0,9.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,5.303304908059076,7.9658927350845286,8.476579508530941,-2.662587827025453,0.5596222670094174,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Kenya,Female,75.0,2.0,No,Never had,Never had,Never had,Have now,No,No,No,Never had,Never had,Yes,Have now,No,No,Yes - always,8.699681400989514,7.601402334583733,8.294299608857235,1.0982790664057802,0.9360233441042652,1.0,0.0,1,0,0,1.0,Large_Informal
Ghana,Female,40.0,5.0,No,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,8.517393171418904,8.699681400989514,9.392745258631441,-0.18228822957060942,0.8195518084449334,2.0,1.0,0,0,1,1.0,Large_Informal
Ghana,Male,47.0,10.0,Yes,Never had,Have now,Never had,Never had,Yes,No,Yes,Never had,Used to have but don't have now,Yes,Have now,No,Not Surveyed,Yes - always,10.518700218288165,11.918397239722838,10.545367754151743,-1.3996970214346725,0.9110753717226214,2.0,3.0,2,0,0,1.0,Stable_Formal
DRC,Not Surveyed,34.0,1.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,9.210440366976517,8.128880142125638,8.987321812850125,1.0815602248508789,0.9222132358973315,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Ghana,Female,34.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,7.824445930877619,8.517393171418904,9.04793908261736,-0.6929472405412849,0.7787115214913755,2.0,0.0,1,0,1,1.0,Large_Informal
DRC,Not Surveyed,39.0,2.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Never had,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,6.55250788703459,6.4692503167957724,7.3783837129967145,0.08325757023881764,0.7820730240452236,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
DRC,Not Surveyed,32.0,6.0,Not Surveyed,Used to have but don't have now,Have now,Have now,Not Surveyed,Yes,Yes,Not Surveyed,Used to have but don't have now,Have now,No,Have now,Not Surveyed,Yes,Not Surveyed,4.584967478670572,4.584967478670572,4.584967478670572,0.0,0.8209479278403897,2.5,5.0,2,1,0,0.7,Stable_Formal
Ghana,Male,78.0,8.0,No,Used to have but don't have now,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,Yes - always,Not Surveyed,Yes - sometimes,9.210440366976517,11.51293546492023,11.982935344196433,-2.302495097943712,0.7094266529713346,2.0,1.0,1,0,1,1.0,Established_Veterans
Uganda,Male,36.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,4.61512051684126,6.2166061010848646,7.313886831633462,-1.6014855842436049,0.5551098553905273,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Kenya,Male,40.0,12.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,12.611541086966115,10.463131911491967,11.156264806643742,2.148409175474148,1.0374519877251729,1.0,0.0,1,0,0,1.0,Large_Informal
DRC,Not Surveyed,32.0,0.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Have now,Yes,Have now,Not Surveyed,Yes,Not Surveyed,6.398594934535208,4.584967478670572,6.398594934535208,1.8136274558646353,0.8648392013823877,3.75,1.6666666666666665,1,1,0,0.7,Stable_Formal
Ghana,Female,73.0,20.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,7.313886831633462,9.210440366976517,9.472781556562168,-1.8965535353430552,0.6983709907565707,3.0,0.0,0,0,1,1.0,Established_Veterans
DRC,Not Surveyed,37.0,11.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Have now,No,Have now,Not Surveyed,Yes,Not Surveyed,7.601402334583733,5.5254529391317835,7.313886831633462,2.07594939545195,0.9143018769104724,2.5,1.6666666666666665,1,1,0,0.7,Stable_Formal
DRC,Not Surveyed,41.0,1.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,7.972810784121404,5.303304908059076,5.707110264748875,2.6695058760623285,1.1887102596217596,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Ghana,Male,48.0,2.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,Yes - always,9.61587214452889,10.085850775128717,9.90353755128617,-0.4699786305998277,0.881903886633069,3.0,0.0,0,0,0,1.0,Large_Informal
Ghana,Male,37.0,1.0,No,Never had,Never had,Never had,Never had,Yes,Yes,Yes,Have now,Have now,Yes,Never had,No,Not Surveyed,Yes - always,8.006700845440367,10.203629181337648,10.463131911491967,-2.1969283358972813,0.6984741087567461,5.0,1.0,0,0,0,1.0,Large_Informal
